colonia_cumpliemiento,codigo_postal,alcaldia_cumplimiento,colonia_predio,Average of valor_unitario_suelo,Average of valor_suelo
LOS GIRASOLES,14390,COYOACAN,Los Girasoles,4373.05,100580.15
LOS GIRASOLES,14390,COYOACAN,Los Girasoles Iii,4373.05,166175.9
LOS GIRASOLES,4920,COYOACAN,Girasoles Iii,4373.05,159859.2722
LOS GIRASOLES,4920,COYOACAN,Los Girasoles Villa Coapa,4373.05,121283.8086
LINDAVISTA VALLEJO 2A SECCION,7720,GUSTAVO A. MADERO,Unidad Lindavista,4371.860588,85754.35
CAMPESTRE PALO ALTO,5119,CUAJIMALPA DE MORELOS,Colonia Campestre Palo Alto,4371.583333,15015694.82
EL PARQUE DE COYOACAN,4890,COYOACAN,El Parque,4368.717681,834310.2432
EL PARQUE DE COYOACAN,4899,COYOACAN,Parque Coyoacan,4367.67,560261.2033
EL PARQUE DE COYOACAN,4899,COYOACAN,Parque de Coyoacan,4367.67,827641.6213
EL PARQUE DE COYOACAN,4910,COYOACAN,EL PARQUE DE COYOACAN,4366.594,941580.3618
TENORIOS,14324,TLALPAN,Fraccionamiento Gabriel Ramos Millan,4365.28,200857.9
TENORIOS,14324,TLALPAN,Granjas Coapa,4365.28,1381192.043
JOSEFA ORTIZ DE DOMINGUEZ,3430,BENITO JUAREZ,Josefa Ortiz de Dominguez,4364.389143,546603.0158
EL MIRADOR,4950,COYOACAN,EL MIRADOR,4363.466313,1150306.43
NUEVA INDUSTRIAL VALLEJO,7710,GUSTAVO A. MADERO,Unidad Habitacional la Patera,4363.113333,225353.745
ATLAMPA,6450,CUAUHTEMOC,STA MA LA RIBERA,4362.929292,284804.2321
EL PARQUE DE COYOACAN,4899,COYOACAN,Fraccionamiento El Parque,4359.393077,841267.0451
EL PARQUE DE COYOACAN,0,COYOACAN,,4356.91,885770.6953
EL PARQUE DE COYOACAN,4040,COYOACAN,El Parque,4356.91,784243.8
EL PARQUE DE COYOACAN,4800,COYOACAN,El Parque,4356.91,941092.56
EL PARQUE DE COYOACAN,4810,COYOACAN,Paseos de Coyoacan,4356.91,1320143.73
EL PARQUE DE COYOACAN,4890,COYOACAN,El Parque Coyoacan,4356.91,517019.9867
EL PARQUE DE COYOACAN,4890,COYOACAN,El Parque Fracc,4356.91,801671.44
EL PARQUE DE COYOACAN,4890,COYOACAN,El Parquede Coyoacan,4356.91,940787.5763
EL PARQUE DE COYOACAN,4890,COYOACAN,Fracc El Parque,4356.91,792957.62
EL PARQUE DE COYOACAN,4890,COYOACAN,Fracc El Parque de Coyoacan,4356.91,577203.4368
EL PARQUE DE COYOACAN,4890,COYOACAN,Fracc. El Parque de Coyoacan,4356.91,767992.5257
EL PARQUE DE COYOACAN,4890,COYOACAN,Fracc. Parque De Coyoacan,4356.91,834827.5251
EL PARQUE DE COYOACAN,4890,COYOACAN,Parque,4356.91,784069.5236
EL PARQUE DE COYOACAN,4890,COYOACAN,Parque de Coyoacan,4356.91,910209.3296
EL PARQUE DE COYOACAN,4890,COYOACAN,Prados de Coyoacan,4356.91,893091.8601
EL PARQUE DE COYOACAN,4891,COYOACAN,EL PARQUE DE COYOACAN,4356.91,1062824.625
EL PARQUE DE COYOACAN,4899,COYOACAN,El Parque de CoyoacÃ¯Â¿Â½n,4356.91,784243.8
EL PARQUE DE COYOACAN,4899,COYOACAN,El Parque Fracc,4356.91,816920.625
EL PARQUE DE COYOACAN,4899,COYOACAN,Fraccionamiento El Parque de CoyoacÃ¯Â¿Â½n,4356.91,784243.8
EL PARQUE DE COYOACAN,4899,COYOACAN,Fraccionamiento El Parque de Coyoacan,4356.91,788600.71
EL PARQUE DE COYOACAN,4910,COYOACAN,Frac. El Parque de Coyoacan,4356.91,949806.38
EL PARQUE DE COYOACAN,4910,COYOACAN,Parques de Coyoacan,4356.91,797314.53
EL PARQUE DE COYOACAN,4960,COYOACAN,Parque de Coyoacan,4356.91,880095.82
EL PARQUE DE COYOACAN,14210,COYOACAN,Jardines En La Monta#A,4356.91,788600.71
JARDINES DE COYOACAN,4890,COYOACAN,Cafetales,4356.91,1294002.27
JARDINES DE COYOACAN,4899,COYOACAN,Fraccionamiento El Parque,4356.91,784243.8
JARDINES DE COYOACAN,4899,COYOACAN,Jardines de Coyoacan,4356.91,1212362.49
JARDINES DE COYOACAN,4910,COYOACAN,El Parque,4356.91,973769.385
PERALVILLO,6250,CUAUHTEMOC,Ex-hipodromo de Peralvillo,4351.472857,1103091.903
LETRAN VALLE,3600,BENITO JUAREZ,LETRAN VALLE,4349.031222,343856.0861
NIÃ¯Â¿Â½OS HEROES,3410,BENITO JUAREZ,NIÃ¯Â¿Â½OS HEROES,4348.442,580325.7072
SAN JERONIMO LIDICE,10200,MAGDALENA CONTRERAS,Sn Jeronimo,4345.276,1192615.629
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Maria la Rivera,4345.025185,207617.5008
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma. la Ribera,4344.19871,198248.8398
GRANJAS COAPA,14390,TLALPAN,Granjas Coapa,4343.6,285831.7467
HACIENDAS DE COYOACAN,4970,COYOACAN,Hacienda Coyoacan,4332.026667,236116.4091
TLALPAN CENTRO,14000,TLALPAN,La Joya,4328.57701,2078792.512
NUEVA INDUSTRIAL VALLEJO,7710,GUSTAVO A. MADERO,Vallejo,4325.9375,96162.555
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,STA  MA  LA RIBERA,4324.23,78531.10554
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,LA RIBERA,4324.23,52611.465
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,,4324.23,1074407.358
SANTA MARIA LA RIBERA,0,CUAUHTEMOC,Fracto. Santa Maria la Rivera,4324.23,125402.67
SANTA MARIA LA RIBERA,3020,CUAUHTEMOC,STA MA LA RIBERA,4324.23,583771.05
SANTA MARIA LA RIBERA,6000,CUAUHTEMOC,Sta Ma la Rivera,4324.23,2287517.67
SANTA MARIA LA RIBERA,6000,CUAUHTEMOC,STA. MARIA LA RIBERA,4324.23,3178309.05
SANTA MARIA LA RIBERA,6030,CUAUHTEMOC,Sta. Ma. la Rivera,4324.23,99457.29
SANTA MARIA LA RIBERA,6040,CUAUHTEMOC,Santa Ma. la Ribera,4324.23,2568592.62
SANTA MARIA LA RIBERA,6170,CUAUHTEMOC,Sta Maria la Ribera,4324.23,1504832.04
SANTA MARIA LA RIBERA,6200,CUAUHTEMOC,Sta. Ma. la Ribera,4324.23,147023.82
SANTA MARIA LA RIBERA,6200,CUAUHTEMOC,Sta. Maria la Rivera,4324.23,128862.054
SANTA MARIA LA RIBERA,6300,CUAUHTEMOC,STA MA LA RIBERA,4324.23,51890.76
SANTA MARIA LA RIBERA,6350,CUAUHTEMOC,Santa Maria la Ribera,4324.23,73511.91
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,1,4324.23,1180514.79
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Colonia Santa Maria la Ribera,4324.23,185941.89
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Cuauhtemoc,4324.23,159996.51
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Depto 506,4324.23,138375.36
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sanata Maria la Ribera,4324.23,147023.82
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,SANTA  MARIA LA RIVERA,4324.23,2054009.25
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Ma la Rivera,4324.23,712056.54
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Ma. la Ribera.,4324.23,82160.37
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Ma.la Ribera,4324.23,446837.1
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Mala Ribera,4324.23,177293.43
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,SANTA MAR A LA RIBERA,4324.23,47566.53
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa MarÃ¯Â¿Â½a la Ribera,4324.23,959979.06
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maraia la Ribera,4324.23,1271323.62
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria de la Ribera,4324.23,125402.67
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Lribera,4324.23,73511.91
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Ribea,4324.23,112429.98
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Ribera.,4324.23,209725.155
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Riberaa,4324.23,501610.68
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Rivara,4324.23,467016.84
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria la Rivera.,4324.23,142699.59
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria Lal Ribera,4324.23,155672.28
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria Ribera,4324.23,19545.5196
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Maria Rivera,4324.23,108105.75
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Mariala Rivera,4324.23,112429.98
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa. Ma. la Ribera,4324.23,112429.98
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa.ma. la Ribera,4324.23,95133.06
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santama. la Ribera,4324.23,877818.69
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santwa Maria la Rivera,4324.23,95133.06
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sata Ma.la Ribera,4324.23,82160.37
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sdanta Maria la Ribera,4324.23,12972.69
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Snta Maria la Ribera,4324.23,56214.99
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Snta. Maria la Rivera,4324.23,1346176.041
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Ssanta Maria la Ribera,4324.23,121078.44
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Amaria la Ribera,4324.23,95133.06
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Amria la Ribera,4324.23,33152.43
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta la Ribera,4324.23,1339356.113
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta M la Ribera,4324.23,527556.06
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,sta ma  LA RIBERA,4324.23,64863.45
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma L Ribera,4324.23,129726.9
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma la Riera,4324.23,4324.23
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma Ria la Ribera,4324.23,510259.14
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma Ribera,4324.23,142699.59
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma. la Ribera,4324.23,153269.93
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma. la Rivera,4324.23,369721.665
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maeria la Ribera,4324.23,544852.98
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta MarÃ¯Â¿Â½a la Ribera,4324.23,1238891.895
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria la Ribbera,4324.23,1055112.12
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria la Ribe4ra,4324.23,782685.63
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria la Ribrea,4324.23,108105.75
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria Laribera,4324.23,1846446.21
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria Ma Ribera,4324.23,627013.35
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria Ribera,4324.23,82160.37
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria Rivera,4324.23,1102678.65
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Mariala Ribera,4324.23,580888.23
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Martia la Ribera,4324.23,575122.59
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. la Ribera,4324.23,285399.18
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma . la Ribera,4324.23,103781.52
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma la Ribera,4324.23,658724.37
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma la Rivera,4324.23,121078.44
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma. la Rivera.,4324.23,938357.91
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma. La. Ribera,4324.23,363235.32
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma. Ribera,4324.23,82160.37
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Ma.la Ribera,4324.23,12972.69
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Mara la Ribera,4324.23,5154482.16
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. MarÃ¯Â¿Â½a la Rivera,4324.23,402153.39
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Mari Ala Ribera,4324.23,
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Maria,4324.23,711335.835
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta. Maria la Ribera.,4324.23,268102.26
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,STA. MARIALA RIBERA,4324.23,3775053
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta.Ma. la Ribea,4324.23,172969.2
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta.ma. la Ribera,4324.23,126746.6874
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta.ma.la Ribera,4324.23,166791.7286
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta.maria,4324.23,8648.46
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta: Maria la Ribera,4324.23,895980.456
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Stan Ma La Ribera,4324.23,1003221.36
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Wsta. Maria la Ribera,4324.23,12972.69
SANTA MARIA LA RIBERA,6406,CUAUHTEMOC,Santa Maria la Rivera,4324.23,86484.6
SANTA MARIA LA RIBERA,6430,CUAUHTEMOC,Santa Maria la Ribera,4324.23,136213.245
SANTA MARIA LA RIBERA,6470,CUAUHTEMOC,Santa Maria la Rivera,4324.23,765821.133
SANTA MARIA LA RIBERA,6500,CUAUHTEMOC,Santa Ma. la Ribera,4324.23,229184.19
SANTA MARIA LA RIBERA,6500,CUAUHTEMOC,Santa Maria la Ribera,4324.23,168644.97
SANTA MARIA LA RIBERA,6600,CUAUHTEMOC,Santa Maria la Ribera,4324.23,729713.8125
SANTA MARIA LA RIBERA,6800,CUAUHTEMOC,STA MA LA RIBERA,4324.23,155672.28
SANTA MARIA LA RIBERA,6900,CUAUHTEMOC,Santa Maria la Ribera,4324.23,292606.23
SANTA MARIA LA RIBERA,6900,CUAUHTEMOC,Sta. Ma. la Ribera,4324.23,345938.4
SANTA MARIA LA RIBERA,15230,CUAUHTEMOC,Emilio Carranza,4324.23,64863.45
SANTA MARIA LA RIBERA,16400,CUAUHTEMOC,Santa Maria de la Ribera,4324.23,2071306.17
SANTA MARIA LA RIBERA,64000,CUAUHTEMOC,Santa Ma. la Ribera,4324.23,
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,SANTA MARIA LA REBERA,4324.23,91889.8875
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta.Maria la Ribera,4324.23,679033.6169
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Stamaria la Ribera,4324.23,726278.0152
SANTA MARIA LA RIBERA,0,CUAUHTEMOC,Sta Maria la Ribera,4324.23,77836.14
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,'-,4324.23,576473.9119
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Santa Ma. la Rivera,4324.23,734707.2686
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Maria Ala Ribera,4324.23,321467.81
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Saanta Maria la Ribera,4324.23,177293.43
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sanra Maria la Ribera,4324.23,119581.5912
SANTA MARIA LA RIBERA,6400,CUAUHTEMOC,Sta Ma la Rivera,4324.23,284403.6738
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U.h. El Hueso,4323.3,98468.5863
VIEJO EJIDO SANTA URSULA COAPA,,COYOACAN,,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,0,COYOACAN,,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4850,COYOACAN,Infonavit El Hueso,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,Infonavit El Hueso,4323.3,99435.9
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,Sta Ursula Coapa Ejido,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U H El Hueso,4323.3,99435.9
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U. H. El Hueso,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U. Hab. Infonavit El Hueso,4323.3,14846212.2
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U.h El Hueso,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U.h. Elhueso,4323.3,99435.9
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,U.h.el Hueso,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,Unidad Habitacional El Hueso Infonavit,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,VERGEL DE COYOACAN,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,4859,COYOACAN,VIEJO EJIDO SANTA URSULA COAPA,4323.3,90789.3
VIEJO EJIDO SANTA URSULA COAPA,14310,COYOACAN,Infonavit El Hueso,4323.3,90789.3
BARRIO SAN BERNABE,2830,AZCAPOTZALCO,BARRIO SAN BERNABE,4320.418936,5474473.317
EL MIRADOR,4950,COYOACAN,,4318.587273,999126.5035
SAN BARTOLO ATEPEHUACAN,7720,GUSTAVO A. MADERO,SAN BARTOLO ATEPEHUACAN,4317.3,509455.3
UNIDAD CUITLAHUAC,2500,AZCAPOTZALCO,U Cuitlahuac,4315.108438,159976.5298
NUEVA INDUSTRIAL VALLEJO,7700,GUSTAVO A. MADERO,Nva Industrial Vallejo,4313.545556,5885844.434
RESIDENCIAL EMPERADORES,3310,BENITO JUAREZ,RESIDENCIAL EMPERADORES,4309.485016,153873.2076
EL MIRADOR,4940,COYOACAN,Mirador,4307.32,141461.4568
EL MIRADOR,4950,COYOACAN,Ex-Hacienda Coapa,4307.32,119528.13
EL MIRADOR,4950,COYOACAN,El Mirador Coapa,4307.32,503403.115
HACIENDAS DE COYOACAN,4950,COYOACAN,Haciendas de Coyoacan,4307.32,600735.4594
EL MIRADOR,400,COYOACAN,Granjas El Mirador,4307.32,292897.76
EL MIRADOR,4000,COYOACAN,Granjas El Mirador,4307.32,86146.4
EL MIRADOR,4480,COYOACAN,Unidad Habitacional las Bombas Ctm,4307.32,391966.12
EL MIRADOR,4860,COYOACAN,Ex Hacienda de Coapa,4307.32,30151.24
EL MIRADOR,4920,COYOACAN,Fracc. los Girasoles I,4307.32,116297.64
EL MIRADOR,4939,COYOACAN,San Fco Culhuacan,4307.32,396273.44
EL MIRADOR,4939,COYOACAN,U H Culhuacan Ctm Obrero Seccion 10,4307.32,491034.48
EL MIRADOR,4950,COYOACAN,Coapa,4307.32,111990.32
EL MIRADOR,4950,COYOACAN,El Mirador Ex- Hda Coapa,4307.32,202444.04
EL MIRADOR,4950,COYOACAN,El Mirador Ex-hacienda de Coapa,4307.32,129219.6
EL MIRADOR,4950,COYOACAN,EX HACIENDA COAPA,4307.32,288590.44
EL MIRADOR,4950,COYOACAN,Ex Hacienda de Coapa,4307.32,7789745.147
EL MIRADOR,4950,COYOACAN,Exhacienda Coapa,4307.32,8110683.56
EL MIRADOR,4950,COYOACAN,Exhda de Coapa,4307.32,603024.8
EL MIRADOR,4950,COYOACAN,Fracc El Mirador Ex Hda de Coapa,4307.32,736551.72
EL MIRADOR,4950,COYOACAN,Fraccionamiento El Mirador,4307.32,169062.31
EL MIRADOR,4950,COYOACAN,Granjas Coapa,4307.32,267053.84
EL MIRADOR,4950,COYOACAN,Granjas El Mirador Ex Hda Coapa,4307.32,81839.08
EL MIRADOR,4950,COYOACAN,Unidad Infonavit 10,4307.32,305819.72
EL MIRADOR,4960,COYOACAN,Ex Hacienda de Coapa,4307.32,99068.36
EL MIRADOR,4960,COYOACAN,Ex-Hacienda Coapa,4307.32,482419.84
EL MIRADOR,4970,COYOACAN,Haciendas de Coyoacan,4307.32,5388457.32
EL MIRADOR,4970,COYOACAN,Hda de Coyoacan,4307.32,271361.16
EL MIRADOR,14300,COYOACAN,EL MIRADOR,4307.32,10148045.92
EL MIRADOR,14300,COYOACAN,EX HACIENDA COAPA,4307.32,51687.84
EL MIRADOR,14300,COYOACAN,Ex-Hacienda de Coapa,4307.32,2737301.86
EL MIRADOR,14300,COYOACAN,Ex-Hda Coapa,4307.32,271361.16
EL MIRADOR,14330,COYOACAN,Ex Hda Coapa,4307.32,51687.84
EL MIRADOR,14330,COYOACAN,Ex Hda. Coapa,4307.32,297205.08
EL MIRADOR,14330,COYOACAN,Granjas Mirador Coapa,4307.32,318741.68
EL MIRADOR,14390,COYOACAN,EX HACIENDA COAPA,4307.32,262746.52
EL MIRADOR,14390,COYOACAN,Exhacienda Coapa,4307.32,5250623.08
HACIENDAS DE COYOACAN,0,COYOACAN,,4307.32,693478.52
HACIENDAS DE COYOACAN,4480,COYOACAN,U Ctm Culhuacan Secc 10,4307.32,396273.44
HACIENDAS DE COYOACAN,4480,COYOACAN,U. Ctm Culhuacan 10,4307.32,413502.72
HACIENDAS DE COYOACAN,4920,COYOACAN,Haciendas de Coyoacan,4307.32,715015.12
HACIENDAS DE COYOACAN,4930,COYOACAN,U. Infonavit X las Bombas,4307.32,409195.4
HACIENDAS DE COYOACAN,4950,COYOACAN,,4307.32,702595.6807
HACIENDAS DE COYOACAN,4950,COYOACAN,EL MIRADOR,4307.32,565120.384
HACIENDAS DE COYOACAN,4950,COYOACAN,Hacienda de Coyoacan,4307.32,654913.6483
HACIENDAS DE COYOACAN,4950,COYOACAN,Hda Coapa,4307.32,1033756.8
HACIENDAS DE COYOACAN,4950,COYOACAN,Sta Cecilia,4307.32,745166.36
HACIENDAS DE COYOACAN,4960,COYOACAN,Hacienda Coyoacan,4307.32,684863.88
HACIENDAS DE COYOACAN,4970,COYOACAN,C.T.M.Culhuacan,4307.32,426424.68
HACIENDAS DE COYOACAN,4970,COYOACAN,Fracc. Haciendas de Coyaocan,4307.32,702997.6972
HACIENDAS DE COYOACAN,4970,COYOACAN,Haciendad de Coyoacan,4307.32,697785.84
HACIENDAS DE COYOACAN,4970,COYOACAN,UNIDAD CULHUACAN C T M  X,4307.32,443653.96
HACIENDAS DE COYOACAN,4970,COYOACAN,Unidad Infonavit Ctm Secc. 10 Culhuaca,4307.32,447961.28
VILLA QUIETUD,4950,COYOACAN,EL MIRADOR,4307.32,727101.4599
VILLA QUIETUD,4950,COYOACAN,Fracc Villa Quietud,4307.32,689171.2
VILLA QUIETUD,4960,COYOACAN,Fracc .villa Quietud,4307.32,689171.2
VILLA QUIETUD,4960,COYOACAN,"Fraccionamiento Villa Quietud, en Villa Coapa",4307.32,689171.2
EL MIRADOR,4950,COYOACAN,Granjas El Mirador,4307.32,152918.6128
ATLANTIDA,4370,COYOACAN,Atlantida,4307.261982,3178265.825
SAN JERONIMO ACULCO,1900,ALVARO OBREGON,Jardines del Pedregal,4306.679961,412002.1113
VALLEJO,7800,GUSTAVO A. MADERO,Industrial,4304.095,461588.0745
PUEBLO TIZAPAN,1090,ALVARO OBREGON,PROGRESO TIZAPAN,4302.419846,2031267.988
CAROLA,1180,ALVARO OBREGON,Colonia Carola,4299.89,85324.77374
8 DE AGOSTO,1280,ALVARO OBREGON,San Pedro de los Pinos,4299.89,244256.5833
8 DE AGOSTO,1180,ALVARO OBREGON,8 DE AGOSTO,4299.89,128043.1177
SAN PEDRO DE LOS PINOS,1180,ALVARO OBREGON,Colonia San Pedro de Los Pinos,4299.89,111116.8974
SAN PEDRO DE LOS PINOS,1180,ALVARO OBREGON,San Pedro de los Pinos,4299.89,4378816.046
SAN PEDRO DE LOS PINOS,1150,ALVARO OBREGON,San Pedro de los Pinos,4299.89,50146813.31
CAROLA,1180,ALVARO OBREGON,Carola,4299.89,187218.1951
8 DE AGOSTO,1180,ALVARO OBREGON,Colonia San Pedro de Los Pinos,4299.89,18093399.63
8 DE AGOSTO,1180,ALVARO OBREGON,Ocho de Agosto,4299.89,137596.48
8 DE AGOSTO,1280,ALVARO OBREGON,8 DE AGOSTO,4299.89,111797.14
8 DE AGOSTO,1280,ALVARO OBREGON,Ocho de Agosto,4299.89,108930.5467
8 DE AGOSTO,1280,ALVARO OBREGON,San Pedro Dfe los Pinos,4299.89,81697.91
CAROLA,1150,ALVARO OBREGON,Carola,4299.89,3196613.474
CAROLA,1180,ALVARO OBREGON,,4299.89,11039107.78
CAROLA,1180,ALVARO OBREGON,S P de los Pinos,4299.89,11571003.99
CAROLA,1180,ALVARO OBREGON,San Pedro de los Pinos,4299.89,7174366.603
CAROLA,1180,ALVARO OBREGON,U. HABITACIONAL TORRES SAN ANTONIO,4299.89,116097.03
CAROLA,1184,ALVARO OBREGON,Carola,4299.89,116097.03
CAROLA,1280,ALVARO OBREGON,Carola,4299.89,157509.0272
CAROLA,1280,ALVARO OBREGON,San Pedro de los Pinos,4299.89,14384011.82
CAROLA,1280,ALVARO OBREGON,San Pedro de los Pinos.,4299.89,6733627.74
SAN PEDRO DE LOS PINOS,1150,ALVARO OBREGON,,4299.89,5817751.17
SAN PEDRO DE LOS PINOS,1150,ALVARO OBREGON,Tolteca,4299.89,29080156.07
SAN PEDRO DE LOS PINOS,1150,ALVARO OBREGON,Toltecas,4299.89,5804851.5
SAN PEDRO DE LOS PINOS,1180,ALVARO OBREGON,,4299.89,5442475.881
SAN PEDRO DE LOS PINOS,1183,ALVARO OBREGON,San Pedro de los Pinos,4299.89,12899.67
SAN PEDRO DE LOS PINOS,1280,ALVARO OBREGON,SAN PEDRO DE LOS PINO,4299.89,13295259.88
SAN PEDRO DE LOS PINOS,1280,ALVARO OBREGON,Toltecas,4299.89,22922541.59
SAN PEDRO DE LOS PINOS,1410,ALVARO OBREGON,Barrio Norte,4299.89,369790.54
SAN PEDRO DE LOS PINOS,3800,ALVARO OBREGON,,4299.89,29402648
SAN PEDRO DE LOS PINOS,3800,ALVARO OBREGON,Colonia San Pedro de Los Pinos,4299.89,120396.92
